,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,350,331,97,81,71,40,28,34,154,196,350,0,237,114,228,200,37,,,,,,,,,,
Unweighted Base,331,331,82,81,69,39,31,29,143,188,331,0,224,107,217,188,36,,,,,,,,,,
Smartphone,59%,59%,73%,66%,72%,48%,23%,22%,61%,58%,59%,0%,57%,63%,58%,57%,56%,,,,,,,,,,
Laptop,43%,43%,45%,40%,25%,51%,59%,53%,40%,44%,43%,0%,42%,44%,41%,41%,48%,,,,,,,,,,
Desktop computer,24%,24%,15%,13%,19%,44%,48%,48%,30%,20%,24%,0%,24%,25%,24%,24%,24%,,,,,,,,,,
Tablet,11%,12%,6%,7%,16%,12%,18%,17%,10%,11%,11%,0%,12%,10%,12%,12%,8%,,,,,,,,,,
Games console with internet,4%,4%,7%,7%,2%,4%,0%,0%,7%,2%,4%,0%,4%,4%,5%,4%,5%,,,,,,,,,,
Handheld games console with internet,2%,2%,2%,5%,1%,0%,0%,0%,3%,1%,2%,0%,2%,3%,2%,2%,0%,,,,,,,,,,
PDA,0%,0%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,,,,
Mean score,1.43,1.43,1.47,1.38,1.35,1.58,1.47,1.4,1.51,1.37,1.43,0,1.41,1.48,1.41,1.41,1.41,,,,,,,,,,
Standard deviation,0.75,0.77,0.76,0.85,0.72,0.74,0.64,0.69,0.84,0.67,0.75,0,0.7,0.85,0.71,0.71,0.66,,,,,,,,,,
Standard error,0.04,0.04,0.08,0.09,0.09,0.12,0.11,0.13,0.07,0.05,0.04,0,0.05,0.08,0.05,0.05,0.11,,,,,,,,,,
  ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,,,,,,,,,,,,,,,,,,,,,,,,,
N3-12. When with family - Internet access by device and time of day,,,,,,,,,,,,,,,,,,,,,,,,,,,
Internet users,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,270,254,60,65,60,51,21,13,123,147,270,0,184,86,180,164,20,,,,,,,,,,
Unweighted Base,254,254,50,65,56,49,22,12,117,137,254,0,176,78,173,153,23,,,,,,,,,,
Laptop,61%,63%,59%,62%,65%,64%,50%,51%,57%,64%,61%,0%,64%,55%,64%,64%,61%,,,,,,,,,,
Smartphone,41%,40%,62%,54%,36%,22%,19%,12%,42%,40%,41%,0%,41%,41%,40%,42%,27%,,,,,,,,,,
Desktop computer,33%,33%,15%,28%,31%,47%,40%,77%,36%,30%,33%,0%,32%,34%,32%,32%,33%,,,,,,,,,,
Tablet,13%,15%,14%,7%,17%,16%,24%,0%,14%,13%,13%,0%,13%,15%,13%,13%,7%,,,,,,,,,,
Games console with internet,10%,10%,9%,11%,15%,7%,3%,0%,16%,4%,10%,0%,11%,7%,11%,11%,9%,,,,,,,,,,
Handheld games console with internet,3%,4%,4%,1%,6%,1%,3%,0%,4%,2%,3%,0%,3%,3%,3%,3%,0%,,,,,,,,,,
PDA,1%,1%,0%,3%,0%,0%,3%,0%,1%,1%,1%,0%,1%,0%,1%,1%,0%,,,,,,,,,,
Mean score,1.61,1.65,1.63,1.65,1.69,1.56,1.42,1.4,1.7,1.54,1.61,0,1.64,1.54,1.65,1.67,1.37,,,,,,,,,,
Standard deviation,0.91,0.97,0.77,1,1.07,0.85,0.83,0.72,1.01,0.82,0.91,0,0.93,0.88,0.94,0.95,0.73,,,,,,,,,,
Standard error,0.06,0.06,0.11,0.12,0.14,0.12,0.18,0.21,0.09,0.07,0.06,0,0.07,0.1,0.07,0.08,0.15,,,,,,,,,,
  ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,,,,,,,,,,,,,,,,,,,,,,,,,
N3-13. Straight after work/ school - Internet access by device and time of day,,,,,,,,,,,,,,,,,,,,,,,,,,,
Internet users,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,302,286,88,64,54,52,22,22,158,144,302,0,211,91,205,179,32,,,,,,,,,,
Unweighted Base,286,286,79,67,51,48,23,18,152,134,286,0,201,85,196,169,32,,,,,,,,,,
Laptop,55%,56%,61%,60%,43%,53%,76%,31%,49%,61%,55%,0%,55%,55%,56%,56%,52%,,,,,,,,,,
Smartphone,37%,36%,57%,43%,36%,14%,16%,14%,35%,39%,37%,0%,40%,30%,40%,38%,49%,,,,,,,,,,
Desktop computer,30%,30%,16%,14%,37%,54%,30%,63%,40%,20%,30%,0%,30%,31%,29%,31%,29%,,,,,,,,,,
Games console with internet,7%,7%,15%,7%,6%,1%,4%,0%,9%,5%,7%,0%,8%,5%,9%,8%,8%,,,,,,,,,,
Tablet,5%,5%,5%,4%,9%,0%,0%,19%,6%,4%,5%,0%,6%,3%,6%,7%,4%,,,,,,,,,,
Handheld games console with internet,2%,1%,4%,1%,0%,0%,3%,0%,2%,2%,2%,0%,2%,2%,2%,2%,0%,,,,,,,,,,
PDA,1%,1%,1%,1%,0%,0%,3%,0%,0%,1%,1%,0%,1%,1%,1%,1%,0%,,,,,,,,,,
Mean score,1.37,1.37,1.59,1.29,1.3,1.22,1.32,1.27,1.41,1.32,1.37,0,1.41,1.27,1.42,1.41,1.41,,,,,,,,,,
Standard deviation,0.78,0.79,0.98,0.79,0.59,0.54,0.8,0.7,0.82,0.74,0.78,0,0.81,0.7,0.82,0.84,0.67,,,,,,,,,,
Standard error,0.05,0.05,0.11,0.1,0.08,0.08,0.17,0.17,0.07,0.06,0.05,0,0.06,0.08,0.06,0.06,0.12,,,,,,,,,,
  ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,,,,,,,,,,,,,,,,,,,,,,,,
N3-14. In the bathroom - Internet access by device and time of day,,,,,,,,,,,,,,,,,,,,,,,,,,,
Internet users,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,103,95,47,38,12,6,1,0,56,47,103,0,55,48,54,49,7,,,,,,,,,,
Unweighted Base,95,95,39,38,11,6,1,0,53,42,95,0,50,45,49,43,7,,,,,,,,,,
Smartphone,70%,70%,81%,60%,77%,50%,0%,0%,59%,85%,70%,0%,75%,65%,74%,77%,59%,,,,,,,,,,
Laptop,26%,26%,17%,34%,23%,37%,100%,0%,31%,19%,26%,0%,25%,26%,26%,25%,23%,,,,,,,,,,
Tablet,9%,10%,9%,12%,0%,13%,0%,0%,10%,8%,9%,0%,10%,8%,10%,9%,17%,,,,,,,,,,
Games console with internet,6%,6%,7%,7%,0%,0%,0%,0%,6%,5%,6%,0%,9%,2%,9%,9%,10%,,,,,,,,,,
Desktop computer,5%,5%,2%,11%,0%,0%,0%,0%,9%,0%,5%,0%,8%,2%,8%,9%,0%,,,,,,,,,,
PDA,1%,1%,0%,2%,0%,0%,0%,0%,1%,0%,1%,0%,1%,0%,1%,1%,0%,,,,,,,,,,
Handheld games console with internet,1%,1%,0%,2%,0%,0%,0%,0%,1%,0%,1%,0%,1%,0%,1%,1%,0%,,,,,,,,,,
Mean score,1.17,1.19,1.16,1.26,1,1,1,0,1.17,1.16,1.17,0,1.29,1.03,1.3,1.31,1.1,,,,,,,,,,
Standard deviation,0.62,0.72,0.44,0.9,0,0,0,0,0.72,0.49,0.62,0,0.82,0.18,0.83,0.86,0.33,,,,,,,,,,
Standard error,0.06,0.07,0.07,0.15,0,0,0,0,0.1,0.08,0.06,0,0.12,0.03,0.12,0.13,0.12,,,,,,,,,,
  ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,,,,,,,,,,,,,
N3-15. First thing in the morning - Internet access by device and time of day,,,,,,,,,,,,,,,,,,,,,,,,,,,
Internet users,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,286,267,70,62,44,45,28,38,140,146,286,0,196,90,188,166,30,,,,,,,,,,
Unweighted Base,267,267,61,62,43,40,28,33,131,136,267,0,182,85,176,153,29,,,,,,,,,,
Laptop,43%,45%,37%,60%,48%,43%,49%,19%,34%,53%,43%,0%,42%,45%,41%,41%,49%,,,,,,,,,,
Desktop computer,34%,33%,22%,15%,25%,43%,42%,83%,47%,22%,34%,0%,36%,31%,36%,36%,35%,,,,,,,,,,
Smartphone,28%,29%,49%,38%,30%,15%,13%,0%,26%,31%,28%,0%,27%,31%,27%,27%,29%,,,,,,,,,,
Tablet,10%,11%,12%,12%,12%,1%,23%,5%,9%,12%,10%,0%,12%,8%,12%,11%,19%,,,,,,,,,,
Games console with internet,1%,1%,2%,2%,0%,0%,0%,0%,1%,1%,1%,0%,1%,0%,1%,2%,0%,,,,,,,,,,
Handheld games console with internet,1%,1%,0%,1%,2%,0%,0%,0%,1%,1%,1%,0%,0%,1%,0%,0%,0%,,,,,,,,,,
PDA,0%,1%,1%,1%,0%,0%,0%,0%,1%,0%,0%,0%,0%,1%,0%,0%,0%,,,,,,,,,,
Mean score,1.18,1.2,1.23,1.29,1.17,1.03,1.26,1.07,1.17,1.19,1.18,0,1.19,1.17,1.19,1.17,1.31,,,,,,,,,,
Standard deviation,0.59,0.64,0.5,0.97,0.48,0.16,0.45,0.34,0.58,0.6,0.59,0,0.63,0.47,0.63,0.64,0.6,,,,,,,,,,
Standard error,0.04,0.04,0.06,0.12,0.07,0.03,0.08,0.06,0.05,0.05,0.04,0,0.05,0.05,0.05,0.05,0.11,,,,,,,,,,
  ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,,,,,,,,,,,,,,,,,,,,,,,,,
N3-16. When I've got 10 minutes to spare - Internet access by device and time of day,,,,,,,,,,,,,,,,,,,,,,,,,,,
Internet users,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,430,400,104,72,88,68,49,49,204,226,430,0,297,134,289,255,42,,,,,,,,,,
Unweighted Base,400,400,89,73,82,61,52,43,194,206,400,0,281,119,274,239,42,,,,,,,,,,
Smartphone,48%,49%,64%,64%,57%,36%,28%,15%,49%,48%,48%,0%,47%,51%,48%,48%,43%,,,,,,,,,,
Laptop,41%,42%,36%,50%,32%,48%,47%,40%,38%,43%,41%,0%,42%,39%,41%,41%,47%,,,,,,,,,,
Desktop computer,29%,29%,16%,15%,26%,43%,41%,53%,33%,26%,29%,0%,28%,32%,28%,27%,33%,,,,,,,,,,
Tablet,12%,12%,11%,9%,18%,8%,15%,6%,11%,13%,12%,0%,12%,11%,12%,11%,16%,,,,,,,,,,
Games console with internet,2%,2%,2%,4%,1%,3%,2%,0%,3%,1%,2%,0%,2%,2%,2%,2%,0%,,,,,,,,,,
Handheld games console with internet,1%,2%,3%,1%,1%,0%,1%,0%,2%,1%,1%,0%,1%,2%,1%,1%,0%,,,,,,,,,,
PDA,1%,1%,0%,1%,0%,2%,0%,0%,1%,0%,1%,0%,1%,0%,1%,1%,0%,,,,,,,,,,
Mean score,1.34,1.36,1.31,1.42,1.35,1.4,1.34,1.15,1.37,1.31,1.34,0,1.32,1.37,1.33,1.31,1.39,,,,,,,,,,
Standard deviation,0.71,0.74,0.62,0.87,0.66,0.88,0.57,0.55,0.81,0.61,0.71,0,0.7,0.74,0.7,0.69,0.71,,,,,,,,,,
Standard error,0.04,0.04,0.07,0.1,0.07,0.11,0.08,0.08,0.06,0.04,0.04,0,0.04,0.07,0.04,0.04,0.11,,,,,,,,,,
  ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,,,,,,,,,,,,
N3-17. When I'm travelling in a car as a passenger - Internet access by device and time of day,,,,,,,,,,,,,,,,,,,,,,,,,,,
Internet users,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,156,143,56,55,24,13,7,1,68,88,156,0,94,62,91,86,7,,,,,,,,,,
Unweighted Base,143,143,48,54,21,12,7,1,66,77,143,0,86,57,84,76,10,,,,,,,,,,
Smartphone,84%,83%,84%,82%,93%,76%,100%,0%,71%,94%,84%,0%,85%,82%,87%,85%,88%,,,,,,,,,,
Laptop,15%,16%,14%,20%,4%,29%,0%,0%,21%,11%,15%,0%,15%,15%,13%,15%,9%,,,,,,,,,,
Tablet,7%,9%,2%,8%,7%,34%,0%,0%,9%,6%,7%,0%,10%,4%,10%,9%,21%,,,,,,,,,,
Desktop computer,5%,5%,12%,1%,0%,0%,0%,100%,9%,3%,5%,0%,8%,2%,8%,8%,0%,,,,,,,,,,
Handheld games console with internet,5%,5%,6%,5%,4%,0%,0%,0%,7%,3%,5%,0%,4%,5%,4%,5%,0%,,,,,,,,,,
Games console with internet,3%,4%,4%,1%,0%,16%,0%,0%,7%,1%,3%,0%,4%,3%,4%,4%,0%,,,,,,,,,,
PDA,1%,1%,0%,1%,0%,11%,0%,0%,3%,0%,1%,0%,2%,0%,2%,2%,0%,,,,,,,,,,
Mean score,1.21,1.23,1.21,1.19,1.07,1.66,1,1,1.25,1.18,1.21,0,1.27,1.1,1.28,1.28,1.18,,,,,,,,,,
Standard deviation,0.66,0.73,0.56,0.78,0.27,1.02,0,0,0.83,0.48,0.66,0,0.79,0.37,0.8,0.8,0.62,,,,,,,,,,
Standard error,0.06,0.06,0.08,0.11,0.06,0.3,0,0,0.1,0.06,0.06,0,0.09,0.05,0.09,0.09,0.2,,,,,,,,,,
  ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,,,,,,,,,,,,,,,,,,,,,,,,
N3-97. I do this at another time of day - Internet access by device and time of day,,,,,,,,,,,,,,,,,,,,,,,,,,,
Internet users,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,189,168,49,42,30,24,19,24,103,86,189,0,117,72,111,103,14,,,,,,,,,,
Unweighted Base,168,168,39,42,29,21,18,19,90,78,168,0,103,65,97,90,13,,,,,,,,,,
Laptop,51%,49%,61%,57%,40%,42%,46%,51%,52%,51%,51%,0%,53%,49%,52%,53%,55%,,,,,,,,,,
Smartphone,41%,42%,51%,38%,65%,38%,17%,19%,39%,44%,41%,0%,40%,43%,40%,41%,33%,,,,,,,,,,
Desktop computer,37%,36%,38%,28%,34%,34%,41%,53%,48%,23%,37%,0%,41%,29%,41%,39%,55%,,,,,,,,,,
Games console with internet,10%,9%,16%,13%,10%,4%,7%,0%,13%,6%,10%,0%,11%,7%,12%,10%,20%,,,,,,,,,,
Tablet,9%,10%,11%,10%,18%,1%,0%,12%,11%,8%,9%,0%,9%,9%,10%,9%,13%,,,,,,,,,,
Handheld games console with internet,3%,4%,4%,5%,4%,0%,0%,0%,2%,3%,3%,0%,3%,2%,3%,4%,0%,,,,,,,,,,
PDA,1%,1%,1%,2%,0%,0%,0%,0%,1%,1%,1%,0%,1%,1%,1%,1%,0%,,,,,,,,,,
Mean score,1.52,1.52,1.82,1.52,1.7,1.2,1.11,1.35,1.65,1.36,1.52,0,1.59,1.41,1.59,1.56,1.75,,,,,,,,,,
Standard deviation,0.91,0.93,1,1.04,0.97,0.48,0.42,0.83,1.06,0.67,0.91,0,0.97,0.81,0.98,0.97,0.98,,,,,,,,,,
Standard error,0.07,0.07,0.16,0.16,0.18,0.1,0.1,0.19,0.11,0.08,0.07,0,0.1,0.1,0.1,0.1,0.27,,,,,,,,,,
  ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,,,,,,,,,,,,,,,,,,,,,,,,,
N3. Summary - Internet access by device and time of day,,,,,,,,,,,,,,,,,,,,,,,,,,,
Internet users,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,N3. Summary - Internet access by device and time of day,,,,,,,,,,,,,,,,,,,,,,,,,
,Unwtd Total,When with friends (a),When I'm home alone (b),When I'm at work/ school (c),A break at work/ school (e.g. lunchtime) (d),When I've got a couple of hours to spare (e),Just before I go to bed (f),When I'm out and about (g),Weekends (h),When I'm on the bus/ train/ plane (i),When I'm doing other things (j),When I'm waiting for people/ things to happen (k),When with family (l),Straight after work/ school (m),In the bathroom (n),First thing in the morning (o),When I've got 10 minutes to spare (p),When I'm travelling in a car as a passenger (q),I do this at another time of day (r),,,,,,,,
Base,0,169,654,283,276,621,320,213,637,197,224,350,270,302,103,286,430,156,189,,,,,,,,
Unweighted Base,0,163,618,263,262,583,305,197,594,182,213,331,254,286,95,267,400,143,168,,,,,,,,
Smartphone,0%,70%,22%,41%,56%,21%,38%,83%,35%,84%,52%,59%,41%,37%,70%,28%,48%,84%,41%,,,,,,,,
Laptop,0%,39%,64%,34%,24%,64%,49%,15%,66%,15%,51%,43%,61%,55%,26%,43%,41%,15%,51%,,,,,,,,
Tablet,0%,9%,11%,7%,8%,11%,11%,8%,15%,7%,12%,11%,13%,5%,9%,10%,12%,7%,9%,,,,,,,,
PDA,0%,1%,1%,1%,0%,0%,1%,1%,0%,0%,1%,0%,1%,1%,1%,0%,1%,1%,1%,,,,,,,,
Desktop computer,0%,16%,50%,40%,28%,44%,27%,2%,47%,2%,20%,24%,33%,30%,5%,34%,29%,5%,37%,,,,,,,,
Games console with internet,0%,14%,8%,2%,2%,8%,4%,2%,10%,1%,5%,4%,10%,7%,6%,1%,2%,3%,10%,,,,,,,,
Handheld games console with internet,0%,2%,2%,2%,1%,2%,2%,3%,2%,2%,1%,2%,3%,2%,1%,1%,1%,5%,3%,,,,,,,,
Average number of mentions,0,1.51,1.56,1.26,1.2,1.49,1.3,1.12,1.75,1.13,1.4,1.43,1.61,1.37,1.17,1.18,1.34,1.21,1.52,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,,,,,,,,,,,,,,,,,,,,,,,,
N4-1. All the information I need is available online (Internet statements),,,,,,,,,,,,,,,,,,,,,,,,,,,
Internet users,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,1064,990,201,201,215,167,127,154,522,542,1064,0,697,367,667,592,106,,,,,,,,,,
Unweighted Base,990,990,166,203,199,157,133,132,489,501,990,0,656,334,631,554,102,,,,,,,,,,
Strongly disagree (-2.),2%,2%,1%,1%,2%,6%,1%,2%,2%,2%,2%,0%,2%,2%,2%,2%,0%,,,,,,,,,,
Somewhat disagree (-1.),5%,5%,3%,2%,4%,5%,11%,6%,6%,4%,5%,0%,5%,5%,5%,5%,4%,,,,,,,,,,
Neither agree nor disagree (0.),16%,16%,16%,16%,13%,18%,13%,18%,16%,15%,16%,0%,14%,19%,14%,14%,14%,,,,,,,,,,
Somewhat agree (1.),40%,41%,39%,39%,39%,41%,43%,43%,41%,40%,40%,0%,40%,41%,41%,40%,44%,,,,,,,,,,
Strongly agree (2.),37%,37%,42%,42%,42%,31%,32%,31%,34%,40%,37%,0%,39%,33%,40%,40%,37%,,,,,,,,,,
Summary,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disagree,7%,7%,4%,3%,6%,10%,12%,9%,8%,5%,7%,0%,7%,7%,6%,7%,4%,,,,,,,,,,
Agree,78%,78%,80%,81%,81%,72%,75%,74%,76%,80%,78%,0%,80%,74%,80%,79%,82%,,,,,,,,,,
Mean score,1.06,1.06,1.17,1.19,1.15,0.87,0.95,0.94,1,1.13,1.06,0,1.11,0.98,1.12,1.1,1.14,,,,,,,,,,
Standard deviation,0.94,0.94,0.88,0.84,0.93,1.08,0.97,0.96,0.97,0.92,0.94,0,0.94,0.95,0.92,0.96,0.82,,,,,,,,,,
Standard error,0.03,0.03,0.07,0.06,0.07,0.09,0.08,0.08,0.04,0.04,0.03,0,0.04,0.05,0.04,0.04,0.08,,,,,,,,,,
  ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,,,,,,,,,,,,,,,,,,,,,,,,,
N4-2. It keeps me up to date with what's going on in the world (Internet statements),,,,,,,,,,,,,,,,,,,,,,,,,,,
Internet users,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,1064,990,201,201,215,167,127,154,522,542,1064,0,697,367,667,592,106,,,,,,,,,,
Unweighted Base,990,990,166,203,199,157,133,132,489,501,990,0,656,334,631,554,102,,,,,,,,,,
Strongly disagree (-2.),2%,2%,1%,1%,1%,5%,1%,2%,1%,2%,2%,0%,2%,2%,1%,2%,0%,,,,,,,,,,
Somewhat disagree (-1.),2%,2%,1%,1%,1%,3%,3%,4%,2%,2%,2%,0%,2%,3%,2%,2%,1%,,,,,,,,,,
Neither agree nor disagree (0.),17%,16%,19%,14%,17%,15%,17%,22%,16%,18%,17%,0%,14%,23%,14%,14%,15%,,,,,,,,,,
Somewhat agree (1.),37%,38%,31%,39%,37%,38%,40%,39%,39%,35%,37%,0%,36%,39%,36%,35%,40%,,,,,,,,,,
Strongly agree (2.),42%,42%,49%,44%,45%,39%,40%,33%,42%,42%,42%,0%,47%,33%,48%,47%,44%,,,,,,,,,,
Summary,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disagree,4%,4%,2%,3%,2%,8%,3%,6%,3%,4%,4%,0%,3%,5%,3%,4%,1%,,,,,,,,,,
Agree,79%,80%,80%,83%,82%,77%,80%,72%,81%,78%,79%,0%,83%,72%,83%,83%,85%,,,,,,,,,,
Mean score,1.16,1.16,1.26,1.24,1.24,1.03,1.15,0.97,1.18,1.14,1.16,0,1.25,0.98,1.27,1.25,1.28,,,,,,,,,,
Standard deviation,0.89,0.9,0.85,0.83,0.82,1.06,0.84,0.94,0.86,0.92,0.89,0,0.86,0.92,0.86,0.89,0.74,,,,,,,,,,
Standard error,0.03,0.03,0.07,0.06,0.06,0.08,0.07,0.08,0.04,0.04,0.03,0,0.03,0.05,0.03,0.04,0.07,,,,,,,,,,
  ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,,,,,,,,,
N4-3. It's often more convenient to use the internet (Internet statements),,,,,,,,,,,,,,,,,,,,,,,,,,,
Internet users,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,1064,990,201,201,215,167,127,154,522,542,1064,0,697,367,667,592,106,,,,,,,,,,
Unweighted Base,990,990,166,203,199,157,133,132,489,501,990,0,656,334,631,554,102,,,,,,,,,,
Strongly disagree (-2.),2%,2%,1%,1%,1%,5%,0%,2%,2%,2%,2%,0%,2%,2%,1%,2%,0%,,,,,,,,,,
